color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,genres
Color,David O. Russell,315.0,124.0,737.0,14000.0,Robert De Niro,34000.0,56443482.0,Jennifer Lawrence,Joy ,75329,75793,Bradley Cooper,3.0,256.0,English,USA,PG-13,60000000.0,2015.0,22000.0,6.6,1.85,24000,Biography
Color,Babak Najafi,225.0,99.0,24.0,864.0,Radha Mitchell,18000.0,62401264.0,Gerard Butler,London Has Fallen ,69484,20276,Julian Kostov,3.0,323.0,English,UK,R,60000000.0,2016.0,992.0,5.9,2.35,28000,Action
Color,Jean-Pierre Jeunet,223.0,116.0,0.0,672.0,Michael Wincott,1000.0,47748610.0,Gary Dourdan,Alien: Resurrection ,170179,3090,Raymond Cruz,0.0,656.0,English,USA,R,75000000.0,1997.0,720.0,6.3,2.35,0,Action
Color,Antoine Fuqua,198.0,124.0,845.0,295.0,Ned Beatty,650.0,46975183.0,Tate Donovan,Shooter ,256213,1640,Louis Ferreira,0.0,338.0,English,USA,R,61000000.0,2007.0,467.0,7.2,2.35,0,Action
Color,Graham Annable,219.0,96.0,7.0,642.0,Dee Bradley Baker,874.0,50807639.0,Isaac Hempstead Wright,The Boxtrolls ,40883,3151,Tracy Morgan,3.0,122.0,English,USA,PG,60000000.0,2014.0,668.0,6.8,1.85,11000,Adventure
Color,Griffin Dunne,92.0,104.0,165.0,944.0,Dianne Wiest,1000.0,46611204.0,Goran Visnjic,Practical Magic ,55749,4294,Stockard Channing,1.0,257.0,English,USA,PG-13,48000000.0,1998.0,967.0,6.1,2.35,0,Comedy
Color,Phil Lord,435.0,100.0,97.0,2000.0,Will Ferrell,11000.0,257756197.0,Morgan Freeman,The Lego Movie ,246698,22128,Alison Brie,0.0,471.0,English,Australia,PG,60000000.0,2014.0,8000.0,7.8,2.35,64000,Action
Color,John Pasquin,111.0,115.0,11.0,642.0,Diedrich Bader,1000.0,48472213.0,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous ,51252,4305,Treat Williams,2.0,156.0,English,USA,PG-13,45000000.0,2005.0,759.0,5.0,2.35,621,Action
Color,Rob Bowman,138.0,101.0,38.0,11000.0,Gerard Butler,23000.0,43060566.0,Christian Bale,Reign of Fire ,107859,53024,Matthew McConaughey,0.0,569.0,English,USA,PG-13,60000000.0,2002.0,18000.0,6.2,2.35,0,Action
Color,Ruben Fleischer,415.0,113.0,181.0,300.0,Brandon Molale,33000.0,45996718.0,Ryan Gosling,Gangster Squad ,173530,34738,Wade Williams,3.0,264.0,English,USA,R,60000000.0,2013.0,301.0,6.7,2.35,40000,Action
Color,Harold Ramis,170.0,100.0,11000.0,485.0,Oliver Platt,10000.0,43337279.0,Olivia Wilde,Year One ,76770,12258,Xander Berkeley,2.0,203.0,English,USA,PG-13,60000000.0,2009.0,1000.0,4.9,1.85,0,Adventure
Color,Clint Eastwood,306.0,134.0,16000.0,204.0,Morgan Freeman,13000.0,37479778.0,Matt Damon,Invictus ,124222,24458,Leleti Khumalo,1.0,259.0,English,USA,PG-13,60000000.0,2009.0,11000.0,7.4,2.35,23000,Biography
Color,Tony Gilroy,211.0,125.0,209.0,896.0,Tom Wilkinson,8000.0,40559930.0,Julia Roberts,Duplicity ,41727,10623,Denis O'Hare,0.0,184.0,English,USA,PG-13,60000000.0,2009.0,1000.0,6.2,2.35,0,Comedy
Color,Donald Petrie,49.0,94.0,80.0,230.0,Ray Walston,1000.0,36830057.0,Steven Anthony Lawrence,My Favorite Martian ,10883,2151,Michael Lerner,2.0,73.0,English,USA,PG,65000000.0,1999.0,417.0,4.9,1.85,448,Comedy
Color,Clark Johnson,161.0,107.0,69.0,206.0,David Rasche,310.0,36279230.0,Blair Brown,The Sentinel ,42144,1352,Martin Donovan,0.0,213.0,English,USA,PG-13,60000000.0,2006.0,219.0,6.1,2.35,690,Action
Color,Jorge Blanco,156.0,91.0,2.0,480.0,Gary Oldman,12000.0,42194060.0,Dwayne Johnson,Planet 51 ,41259,22668,James Corden,1.0,72.0,English,Spain,PG,70000000.0,2009.0,10000.0,6.1,2.35,0,Adventure
Color,Stuart Baird,172.0,116.0,53.0,906.0,LeVar Burton,27000.0,43119879.0,Tom Hardy,Star Trek: Nemesis ,58450,31224,Jonathan Frakes,0.0,842.0,English,USA,PG-13,60000000.0,2002.0,1000.0,6.4,2.35,0,Action
Color,Joel Coen,161.0,100.0,0.0,210.0,Paul Adelstein,436.0,35096190.0,Cedric the Entertainer,Intolerable Cruelty ,76560,1395,Julia Duffy,1.0,322.0,English,USA,PG-13,60000000.0,2003.0,399.0,6.3,1.85,0,Comedy
Color,Martin Campbell,258.0,117.0,258.0,896.0,Ray Winstone,2000.0,43290977.0,Bojana Novakovic,Edge of Darkness ,75201,7053,Denis O'Hare,1.0,256.0,English,UK,R,80000000.0,2010.0,1000.0,6.6,2.35,0,Crime
Color,Peter Hyams,95.0,110.0,0.0,308.0,Penelope Ann Miller,510.0,33927476.0,John Kapelos,The Relic ,19176,1976,Chi Muoi Lo,0.0,165.0,English,UK,R,40000000.0,1997.0,344.0,5.7,2.35,956,Horror
Color,Harold Ramis,105.0,96.0,11000.0,236.0,Cathy Moriarty,22000.0,32122249.0,Robert De Niro,Analyze That ,69319,22889,Joe Viterelli,1.0,138.0,English,USA,R,60000000.0,2002.0,394.0,5.9,1.85,846,Comedy
Color,Jon Avnet,198.0,101.0,50.0,1000.0,Al Pacino,22000.0,40076438.0,Robert De Niro,Righteous Kill ,73368,38809,50 Cent,2.0,248.0,English,USA,R,60000000.0,2008.0,14000.0,6.0,2.35,0,Action
Color,Harold Becker,79.0,111.0,17.0,652.0,Miko Hughes,13000.0,32940507.0,Bruce Willis,Mercury Rising ,54314,16536,Carrie Preston,1.0,127.0,English,USA,R,60000000.0,1998.0,968.0,6.1,2.35,0,Action
Color,Joe Wright,210.0,117.0,456.0,569.0,Stephen Root,21000.0,31670931.0,Robert Downey Jr.,The Soloist ,44099,23745,Rachael Harris,0.0,143.0,English,UK,PG-13,60000000.0,2009.0,939.0,6.7,2.35,0,Biography
Color,Robert Redford,125.0,126.0,0.0,9000.0,Will Smith,13000.0,30695227.0,Matt Damon,The Legend of Bagger Vance ,45296,34774,Charlize Theron,3.0,267.0,English,USA,PG-13,60000000.0,2000.0,10000.0,6.7,1.85,0,Drama
Color,Cameron Crowe,149.0,152.0,488.0,947.0,Zooey Deschanel,22000.0,32522352.0,Philip Seymour Hoffman,Almost Famous ,207287,36897,Michael Angarano,1.0,822.0,English,USA,R,60000000.0,2000.0,11000.0,7.9,1.85,15000,Adventure
Color,Lee Tamahori,77.0,101.0,93.0,218.0,Nona Gaye,287.0,26082914.0,Sunny Mabrey,xXx: State of the Union ,51349,993,Xzibit,2.0,213.0,English,USA,PG-13,87000000.0,2005.0,233.0,4.3,2.35,0,Action
Color,Scott Stewart,225.0,87.0,124.0,77.0,Alan Dale,865.0,29136626.0,Josh Wingate,Priest ,97089,1417,Jacob Hopkins,0.0,233.0,English,USA,PG-13,60000000.0,2011.0,441.0,5.7,2.35,20000,Action
Color,Patrick Gilmore,98.0,85.0,0.0,82.0,Adriano Giannini,11000.0,26288320.0,Brad Pitt,Sinbad: Legend of the Seven Seas ,36144,11301,Timothy West,0.0,91.0,English,USA,PG,60000000.0,2003.0,102.0,6.7,1.66,880,Adventure
Color,Paul W.S. Anderson,172.0,130.0,545.0,552.0,Joely Richardson,722.0,26616590.0,Sean Pertwee,Event Horizon ,120416,2525,Kathleen Quinlan,0.0,857.0,English,UK,R,60000000.0,1997.0,585.0,6.7,2.35,10000,Horror
Color,Joss Whedon,703.0,173.0,0.0,19000.0,Robert Downey Jr.,26000.0,623279547.0,Chris Hemsworth,The Avengers ,995415,87697,Scarlett Johansson,3.0,1722.0,English,USA,PG-13,220000000.0,2012.0,21000.0,8.1,1.85,123000,Action
Color,Tom Shadyac,117.0,104.0,293.0,256.0,Susanna Thompson,780.0,30063805.0,Joe Morton,Dragonfly ,31788,2109,Matt Craven,0.0,243.0,English,USA,PG-13,60000000.0,2002.0,265.0,6.1,2.35,0,Drama
Color,Brian De Palma,240.0,121.0,0.0,854.0,Mia Kirshner,19000.0,22518325.0,Scarlett Johansson,The Black Dahlia ,63363,22833,Mike Starr,0.0,644.0,English,Germany,R,50000000.0,2006.0,972.0,5.6,2.35,0,Crime
 Black and White,Tony Bill,123.0,140.0,23.0,579.0,Tyler Labine,11000.0,13082288.0,James Franco,Flyboys ,35565,12634,Philip Winchester,1.0,247.0,English,UK,PG-13,60000000.0,2006.0,779.0,6.6,2.35,2000,Action
Color,Rod Lurie,110.0,131.0,37.0,507.0,Delroy Lindo,968.0,18208078.0,Clifton Collins Jr.,The Last Castle ,57100,3012,Michael Irby,3.0,281.0,English,USA,R,60000000.0,2001.0,848.0,6.9,2.35,0,Action
Color,Walter Hill,100.0,91.0,394.0,68.0,Wilson Cruz,889.0,14218868.0,Robert Forster,Supernova ,14596,1262,Vanessa Marshall,0.0,282.0,English,USA,PG-13,65000000.0,2000.0,290.0,4.8,2.35,589,Horror
Color,Akiva Goldsman,189.0,118.0,167.0,778.0,William Hurt,20000.0,22451.0,Matt Bomer,Winter's Tale ,41288,22447,Kevin Corrigan,0.0,126.0,English,USA,PG-13,60000000.0,2014.0,882.0,6.2,2.35,17000,Drama
Color,Harald Zwart,212.0,130.0,91.0,1000.0,Kevin Zegers,5000.0,31165421.0,Aidan Turner,The Mortal Instruments: City of Bones ,107028,10247,CCH Pounder,3.0,457.0,English,USA,PG-13,60000000.0,2013.0,2000.0,6.0,2.35,44000,Fantasy
Color,Brian Robbins,127.0,90.0,48.0,196.0,Mike O'Malley,973.0,11802056.0,Marc Blucas,Meet Dave ,31640,1865,Shawn Christian,1.0,109.0,English,USA,PG,60000000.0,2008.0,400.0,4.9,1.85,791,Adventure
Color,Walter Salles,196.0,103.0,179.0,87.0,Camryn Manheim,794.0,25472967.0,Dougray Scott,Dark Water ,44966,1467,Ariel Gade,2.0,411.0,English,USA,PG-13,30000000.0,2005.0,329.0,5.6,2.35,0,Drama
Color,Ron Howard,115.0,122.0,2000.0,1000.0,Adam Goldberg,11000.0,22362500.0,Matthew McConaughey,Edtv ,35599,15275,Clint Howard,0.0,195.0,English,USA,PG-13,55000000.0,1999.0,1000.0,6.1,1.85,641,Comedy
Color,Iain Softley,161.0,106.0,34.0,466.0,Stephen Graham,3000.0,17281832.0,Brendan Fraser,Inkheart ,60232,5329,Jamie Foreman,3.0,110.0,English,Germany,PG,60000000.0,2008.0,1000.0,6.1,2.35,0,Adventure
Color,Frank Miller,223.0,103.0,436.0,437.0,Jaime King,19000.0,19781879.0,Scarlett Johansson,The Spirit ,53864,20881,Louis Lombardi,1.0,290.0,English,USA,PG-13,60000000.0,2008.0,961.0,4.8,2.35,2000,Action
Color,David Koepp,181.0,107.0,192.0,280.0,Olivia Munn,40000.0,7605668.0,Johnny Depp,Mortdecai ,47320,42683,Ulrich Thomsen,2.0,188.0,English,UK,R,60000000.0,2015.0,2000.0,5.5,2.35,12000,Action
Color,Uwe Boll,140.0,156.0,892.0,102.0,Mike Dopud,26000.0,4535117.0,Jason Statham,In the Name of the King: A Dungeon Siege Tale ,38398,26564,Tania Saulnier,3.0,368.0,English,Germany,PG-13,60000000.0,2007.0,368.0,3.8,2.35,0,Action
Color,Martin Campbell,54.0,127.0,258.0,617.0,Teri Polo,11000.0,4426297.0,Angelina Jolie Pitt,Beyond Borders ,22570,12947,Noah Emmerich,2.0,156.0,English,USA,R,35000000.0,2003.0,708.0,6.5,2.35,0,Adventure
 Black and White,John Dahl,81.0,132.0,131.0,242.0,Clayne Crawford,11000.0,10166502.0,James Franco,The Great Raid ,18209,12133,Paolo Montalban,0.0,183.0,Filipino,USA,R,80000000.0,2005.0,298.0,6.7,2.35,0,Action
Color,Tim Miller,579.0,108.0,84.0,361.0,Ed Skrein,16000.0,363024263.0,Ryan Reynolds,Deadpool ,479047,18239,Stefan Kapicic,0.0,1058.0,English,USA,R,58000000.0,2016.0,805.0,8.1,2.35,117000,Action
Color,Stephen Herek,56.0,114.0,65.0,440.0,Morgan Fairchild,743.0,12065985.0,Kelly Preston,Holy Man ,16260,2367,Eric McCormack,1.0,88.0,English,USA,PG,60000000.0,1998.0,730.0,4.9,2.35,296,Comedy
Color,Clint Eastwood,490.0,133.0,16000.0,318.0,Leonard Roberts,14000.0,350123553.0,Bradley Cooper,American Sniper ,325264,16277,Keir O'Donnell,0.0,916.0,English,USA,R,58800000.0,2014.0,962.0,7.3,2.35,112000,Action
Color,Rob Letterman,218.0,103.0,11.0,543.0,Dylan Minnette,2000.0,80021740.0,Odeya Rush,Goosebumps ,47968,5497,Ken Marino,4.0,154.0,English,USA,PG,58000000.0,2015.0,1000.0,6.4,2.35,35000,Adventure
Color,Mark Waters,142.0,95.0,70.0,512.0,Ivana Milicevic,970.0,48291624.0,Jon Heder,Just Like Heaven ,82819,2876,Willie Garson,1.0,263.0,English,USA,PG-13,58000000.0,2005.0,834.0,6.7,1.85,0,Comedy
Color,Brian Levant,57.0,90.0,32.0,809.0,Mark Addy,1000.0,35231365.0,Taylor Negron,The Flintstones in Viva Rock Vegas ,15517,6299,Danny Woodburn,0.0,85.0,English,USA,PG,60000000.0,2000.0,891.0,3.6,1.85,500,Comedy
Color,Peter MacDonald,84.0,87.0,10.0,349.0,Kurtwood Smith,13000.0,53715611.0,Sylvester Stallone,Rambo III ,92106,14574,Richard Crenna,1.0,171.0,English,USA,R,63000000.0,1988.0,1000.0,5.7,2.35,2000,Action
Color,George Clooney,186.0,114.0,0.0,110.0,Malcolm Goodwin,142.0,31199215.0,Robert Baker,Leatherheads ,27664,589,Matt Bushell,8.0,120.0,English,USA,PG-13,58000000.0,2008.0,117.0,6.0,1.85,472,Comedy
Color,Marc Lawrence,133.0,103.0,30.0,727.0,Kim Shaw,963.0,29580087.0,Michael Kelly,Did You Hear About the Morgans? ,29523,3150,Kevin Brown,2.0,121.0,English,USA,PG-13,58000000.0,2009.0,935.0,4.7,2.35,0,Comedy
Color,Shawn Levy,246.0,125.0,189.0,839.0,Jessica Szohr,1000.0,44665963.0,Josh Gad,The Internship ,159931,5081,Rob Riggle,2.0,281.0,English,USA,PG-13,58000000.0,2013.0,847.0,6.3,2.35,22000,Comedy
Color,Paul W.S. Anderson,253.0,97.0,545.0,529.0,Boris Kodjoe,14000.0,60128566.0,Milla Jovovich,Resident Evil: Afterlife ,131447,16098,Shawn Roberts,1.0,410.0,English,Germany,R,60000000.0,2010.0,1000.0,5.9,2.35,19000,Action
Color,Anthony Hemingway,144.0,125.0,143.0,519.0,Nate Parker,1000.0,49875589.0,David Oyelowo,Red Tails ,28807,4416,Tristan Mack Wilds,0.0,273.0,English,USA,PG-13,58000000.0,2012.0,664.0,5.9,2.35,0,Action
Color,Taylor Hackford,117.0,136.0,138.0,9000.0,Al Pacino,18000.0,60984028.0,Keanu Reeves,The Devil's Advocate ,259519,45271,Charlize Theron,2.0,431.0,English,USA,R,57000000.0,1997.0,14000.0,7.5,2.35,11000,Drama
Color,Sean Anders,157.0,116.0,51.0,622.0,Leighton Meester,11000.0,36931089.0,Adam Sandler,That's My Boy ,70681,16484,Will Forte,2.0,198.0,English,USA,R,70000000.0,2012.0,3000.0,5.6,2.35,12000,Comedy
Color,Rob Cohen,60.0,103.0,357.0,40.0,Brian Thompson,2000.0,51317350.0,Dennis Quaid,DragonHeart ,78343,2710,Terry O'Neill,0.0,139.0,English,USA,PG-13,57000000.0,1996.0,663.0,6.4,2.35,0,Action
Color,Brett Ratner,117.0,97.0,420.0,455.0,Don Cheadle,4000.0,28328132.0,Salma Hayek,After the Sunset ,38298,9814,Chris Penn,2.0,147.0,English,USA,PG-13,58000000.0,2004.0,3000.0,6.3,2.35,782,Action
Color,Mark Neveldine,287.0,96.0,83.0,1000.0,Spencer Wilding,12000.0,51774002.0,Nicolas Cage,Ghost Rider: Spirit of Vengeance ,87745,16121,Christopher Lambert,1.0,331.0,English,USA,PG-13,57000000.0,2011.0,1000.0,4.3,2.35,18000,Action
Color,John Madden,96.0,131.0,108.0,58.0,Irene Papas,23000.0,25528495.0,Christian Bale,Captain Corelli's Mandolin ,28099,23325,Mihalis Giannatos,2.0,220.0,English,UK,R,57000000.0,2001.0,243.0,5.9,2.35,0,Drama
Color,Adam Shankman,125.0,95.0,163.0,650.0,Brad Garrett,14000.0,113006880.0,Vin Diesel,The Pacifier ,66308,16884,Tate Donovan,0.0,225.0,English,Canada,PG,56000000.0,2005.0,799.0,5.5,2.35,0,Action
Color,Kevin Bray,117.0,86.0,10.0,348.0,Ashley Scott,12000.0,45860039.0,Dwayne Johnson,Walking Tall ,53118,14146,Michael Bowen,1.0,221.0,English,USA,PG-13,56000000.0,2004.0,795.0,6.2,2.35,0,Action
 Black and White,Robert Zemeckis,149.0,142.0,0.0,194.0,Siobhan Fallon Hogan,15000.0,329691196.0,Tom Hanks,Forrest Gump ,1251222,15700,Sam Anderson,0.0,1398.0,English,USA,PG-13,55000000.0,1994.0,294.0,8.8,2.35,59000,Comedy
Color,Tim Hill,131.0,92.0,25.0,639.0,Beth Riesgraf,1000.0,217326336.0,Jesse McCartney,Alvin and the Chipmunks ,57276,2847,Matthew Gray Gubler,0.0,146.0,English,USA,PG,60000000.0,2007.0,718.0,5.2,1.85,0,Animation
Color,Jay Roach,150.0,108.0,116.0,708.0,Blythe Danner,22000.0,166225040.0,Robert De Niro,Meet the Parents ,260442,24286,Teri Polo,2.0,507.0,English,USA,PG-13,55000000.0,2000.0,713.0,7.0,1.85,0,Comedy
Color,Mike Gabriel,92.0,84.0,12.0,752.0,Frank Welker,23000.0,141600000.0,Christian Bale,Pocahontas ,119675,26754,Irene Bedard,1.0,216.0,English,USA,G,55000000.0,1995.0,2000.0,6.6,1.78,0,Adventure
Color,Richard Donner,169.0,188.0,503.0,467.0,Margot Kidder,10000.0,134218018.0,Marlon Brando,Superman ,126357,12940,Ned Beatty,0.0,497.0,English,USA,PG,55000000.0,1978.0,593.0,7.3,2.35,0,Action
Color,Tom Shadyac,57.0,95.0,293.0,744.0,James Coburn,851.0,128769345.0,Jada Pinkett Smith,The Nutty Professor ,86556,3155,Dave Chappelle,1.0,99.0,English,USA,PG-13,54000000.0,1996.0,773.0,5.6,1.85,960,Comedy
Color,Andy Tennant,171.0,118.0,72.0,681.0,Michael Rapaport,10000.0,177575142.0,Will Smith,Hitch ,244840,13426,Kevin Sussman,1.0,372.0,English,USA,PG-13,70000000.0,2005.0,975.0,6.6,2.35,0,Comedy
Color,Sam Weisman,53.0,92.0,39.0,458.0,Abraham Benrubi,3000.0,105263257.0,Brendan Fraser,George of the Jungle ,56168,4518,Holland Taylor,0.0,103.0,English,USA,PG,55000000.0,1997.0,562.0,5.4,1.85,5000,Action
Color,Jesse Dylan,153.0,74.0,58.0,729.0,Thomas Ian Nicholas,3000.0,104354205.0,Alyson Hannigan,American Wedding ,162331,5713,Fred Willard,3.0,332.0,English,USA,R,55000000.0,2003.0,864.0,6.3,2.35,0,Comedy
Color,Paul Greengrass,491.0,134.0,521.0,186.0,Chris Mulkey,15000.0,107100855.0,Tom Hanks,Captain Phillips ,323353,16281,Michael Chernus,0.0,527.0,English,USA,PG-13,55000000.0,2013.0,535.0,7.9,2.35,65000,Biography
Color,Shawn Levy,247.0,101.0,189.0,7000.0,James Franco,15000.0,98711404.0,Mila Kunis,Date Night ,127571,39822,Steve Carell,2.0,207.0,English,USA,PG-13,55000000.0,2010.0,11000.0,6.3,2.35,0,Comedy
Color,Brad Silberling,26.0,100.0,52.0,394.0,Fred Rogers,795.0,100328194.0,Eric Idle,Casper ,85903,2638,Cathy Moriarty,0.0,92.0,English,USA,PG,50000000.0,1995.0,419.0,6.0,1.85,0,Comedy
Color,Antoine Fuqua,292.0,132.0,845.0,683.0,Chloë Grace Moretz,18000.0,101530738.0,Denzel Washington,The Equalizer ,229574,37605,James Wilcox,0.0,436.0,English,USA,R,55000000.0,2014.0,17000.0,7.2,2.35,56000,Action
Color,Wayne Wang,114.0,105.0,61.0,708.0,Frances Conroy,5000.0,93815117.0,Bob Hoskins,Maid in Manhattan ,68417,7184,Natasha Richardson,2.0,242.0,English,USA,PG-13,55000000.0,2002.0,827.0,5.1,2.35,0,Comedy
Color,Tony Scott,82.0,123.0,12000.0,665.0,Viggo Mortensen,18000.0,91400000.0,Denzel Washington,Crimson Tide ,81026,30132,Ricky Schroder,0.0,194.0,English,USA,R,53000000.0,1995.0,10000.0,7.3,2.35,0,Action
Color,Gabriele Muccino,201.0,117.0,125.0,168.0,Kurt Fuller,10000.0,162586036.0,Will Smith,The Pursuit of Happyness ,338383,11036,James Karen,0.0,611.0,English,USA,PG-13,55000000.0,2006.0,617.0,8.0,2.35,32000,Biography
Color,Robert Schwentke,231.0,98.0,124.0,354.0,Michael Irby,931.0,89706988.0,Erika Christensen,Flightplan ,126746,2287,Haley Ramm,1.0,600.0,English,USA,PG-13,55000000.0,2005.0,507.0,6.2,2.35,0,Drama
Color,Barry Levinson,55.0,128.0,272.0,383.0,Dylan Baker,2000.0,83000000.0,Demi Moore,Disclosure ,36587,3888,Roma Maffia,0.0,95.0,English,USA,R,55000000.0,1994.0,812.0,6.0,2.35,0,Drama
Color,Brad Silberling,110.0,114.0,52.0,539.0,Andre Braugher,12000.0,78745923.0,Nicolas Cage,City of Angels ,94407,13905,Colm Feore,1.0,322.0,English,Germany,PG-13,55000000.0,1998.0,702.0,6.7,2.35,0,Drama
 Black and White,Quentin Tarantino,354.0,111.0,16000.0,640.0,Vivica A. Fox,926.0,70098138.0,David Carradine,Kill Bill: Vol. 1 ,735784,3983,Chiaki Kuriyama,0.0,2105.0,English,USA,R,30000000.0,2003.0,890.0,8.1,2.35,13000,Action
Color,Frank Oz,140.0,85.0,0.0,490.0,Adam Alexi-Malle,21000.0,66365290.0,Robert Downey Jr.,Bowfinger ,56874,22458,Jamie Kennedy,2.0,358.0,English,USA,PG-13,55000000.0,1999.0,860.0,6.4,1.37,0,Comedy
 Black and White,Quentin Tarantino,304.0,137.0,16000.0,348.0,Michael Parks,890.0,66207920.0,Vivica A. Fox,Kill Bill: Vol. 2 ,512749,1959,Michael Bowen,0.0,935.0,English,USA,R,30000000.0,2004.0,387.0,8.0,2.35,0,Action
Color,Andrey Konchalovskiy,45.0,97.0,96.0,403.0,Jack Palance,13000.0,63408614.0,Sylvester Stallone,Tango & Cash ,75365,14432,Brion James,1.0,149.0,English,USA,R,55000000.0,1989.0,549.0,6.3,2.35,0,Action
Color,Robert Zemeckis,49.0,104.0,0.0,812.0,Meryl Streep,13000.0,58422650.0,Bruce Willis,Death Becomes Her ,78974,25599,Isabella Rossellini,3.0,173.0,English,USA,PG-13,55000000.0,1992.0,11000.0,6.4,1.85,8000,Comedy
Color,Tom Dey,146.0,110.0,9.0,95.0,Jason Connery,485.0,56932305.0,Xander Berkeley,Shanghai Noon ,96690,939,Kate Luyben,2.0,293.0,English,USA,PG-13,55000000.0,2000.0,110.0,6.6,2.35,0,Action
Color,Stuart Baird,60.0,133.0,53.0,263.0,Joe Morton,1000.0,68750000.0,Oliver Platt,Executive Decision ,40858,2916,J.T. Walsh,0.0,144.0,English,USA,R,55000000.0,1996.0,780.0,6.4,2.35,0,Action
Color,Mark Waters,189.0,94.0,70.0,497.0,Ophelia Lovibond,1000.0,68218041.0,Madeline Carroll,Mr. Popper's Penguins ,67191,2820,Philip Baker Hall,1.0,108.0,English,USA,PG,55000000.0,2011.0,549.0,6.0,1.85,14000,Comedy
Color,Rob Minkoff,206.0,104.0,50.0,947.0,Thomas McDonell,5000.0,25040293.0,Jet Li,The Forbidden Kingdom ,88049,7247,Michael Angarano,0.0,279.0,English,USA,PG-13,55000000.0,2008.0,962.0,6.6,2.35,0,Action
Color,Jimmy Hayward,118.0,91.0,39.0,562.0,Carlos Ponce,1000.0,55747724.0,Amy Poehler,Free Birds ,18042,3104,Dan Fogler,1.0,73.0,English,USA,PG,55000000.0,2013.0,591.0,5.9,1.85,0,Adventure
Color,David Fincher,210.0,145.0,21000.0,243.0,Holt McCallany,534.0,55473600.0,Charles S. Dutton,Alien 3 ,207686,1543,Paul McGann,0.0,776.0,English,USA,R,50000000.0,1992.0,273.0,6.4,2.35,0,Action
Color,Alan Parker,76.0,135.0,317.0,34.0,Jimmy Nail,57.0,49994804.0,Andrea Corr,Evita ,29205,164,Peter Polycarpou,1.0,194.0,English,USA,PG,55000000.0,1996.0,40.0,6.3,2.35,0,Biography
Color,John Frankenheimer,149.0,122.0,287.0,135.0,Natascha McElhone,22000.0,41609593.0,Robert De Niro,Ronin ,145422,24270,Michael Lonsdale,2.0,572.0,English,UK,R,55000000.0,1998.0,2000.0,7.3,2.35,0,Action
Color,Stephen Hopkins,62.0,110.0,81.0,163.0,Bernard Hill,1000.0,38553833.0,Tom Wilkinson,The Ghost and the Darkness ,46239,1752,Om Puri,0.0,155.0,English,USA,R,55000000.0,1996.0,416.0,6.8,2.35,0,Adventure
Color,Paul King,224.0,95.0,17.0,594.0,Matt Lucas,838.0,76137505.0,Julie Walters,Paddington ,49207,3697,Sally Hawkins,0.0,174.0,English,UK,PG,55000000.0,2014.0,722.0,7.2,2.35,30000,Animation
Color,Akiva Schaffer,265.0,102.0,82.0,537.0,Nicholas Braun,622.0,34350553.0,Will Forte,The Watch ,104066,2488,Rosemarie DeWitt,4.0,207.0,English,USA,R,68000000.0,2012.0,591.0,5.7,2.35,15000,Action
Color,William Friedkin,135.0,94.0,607.0,215.0,Jenna Boyd,933.0,34238611.0,Connie Nielsen,The Hunted ,35830,2248,Rex Linn,1.0,321.0,English,USA,R,55000000.0,2003.0,518.0,6.0,1.85,0,Action
Color,Jon Turteltaub,100.0,126.0,226.0,241.0,Maura Tierney,12000.0,34098563.0,Anthony Hopkins,Instinct ,27191,13406,John Ashton,1.0,232.0,English,USA,R,55000000.0,1999.0,509.0,6.5,2.35,0,Drama
Color,Bobby Farrelly,123.0,118.0,101.0,327.0,Terence Bernie Hines,13000.0,33828318.0,Matt Damon,Stuck on You ,44453,14036,Seymour Cassel,2.0,154.0,English,USA,PG-13,55000000.0,2003.0,390.0,5.8,2.35,0,Comedy
Color,Kent Alterman,164.0,99.0,3.0,490.0,Maura Tierney,8000.0,33472850.0,Will Ferrell,Semi-Pro ,67005,10026,Matt Walsh,3.0,119.0,English,USA,R,55000000.0,2008.0,509.0,5.8,2.35,0,Comedy
Color,Peter Lord,238.0,88.0,91.0,591.0,Russell Tovey,4000.0,31051126.0,Salma Hayek,The Pirates! Band of Misfits ,36877,6254,Brian Blessed,0.0,101.0,English,UK,PG,55000000.0,2012.0,796.0,6.7,2.35,0,Adventure
Color,Clint Eastwood,264.0,141.0,16000.0,539.0,Michael Kelly,11000.0,35707327.0,Angelina Jolie Pitt,Changeling ,199056,12840,Colm Feore,0.0,387.0,English,USA,R,55000000.0,2008.0,963.0,7.8,2.35,14000,Crime
Color,Andrew Davis,47.0,107.0,99.0,581.0,Morgan Freeman,18000.0,20550712.0,Keanu Reeves,Chain Reaction ,40346,31014,Kevin Dunn,1.0,95.0,English,USA,PG-13,50000000.0,1996.0,11000.0,5.6,1.85,1000,Action
Color,Tony Scott,50.0,116.0,12000.0,552.0,Kurt Fuller,22000.0,18573791.0,Robert De Niro,The Fan ,38533,24618,Ellen Barkin,3.0,89.0,English,USA,R,55000000.0,1996.0,617.0,5.8,2.35,0,Action
